,Kitsp,lon,lat,Rooms,Brick,Bal,Nfloors,Dist,District,Tel,New,Price,Floor,Livesp,Totsp,N,Walk,Metrdist
7237,–,37.425225,55.846977,2,,0.0,9,0.06830434648314976,0,0.0,0.0,5100000,2,27,37,7237,0.0,10
7238,"5,1",37.420195,55.834679,1,0.0,0.0,9,0.06830434648314976,0,0.0,0.0,5150000,1,"19,5",33,7238,1.0,15
7239,6,37.49197,55.777575,1,0.0,1.0,5,0.06830434648314976,0,0.0,0.0,5150000,5,17,33,7239,1.0,27
7240,7,37.423428,55.846704,1,,1.0,5,0.06830434648314976,0,1.0,0.0,5200000,5,20,33,7240,1.0,17
7241,6,37.452749,55.823778,1,,,5,0.06830434648314976,0,1.0,0.0,5200000,5,19,30,7241,1.0,9
7242,5,37.373302,55.842464,1,1.0,,22,0.06830434648314976,0,1.0,,5200000,8,20,27,7242,1.0,11
7243,10,37.416547,55.850434,1,0.0,,12,0.06830434648314976,0,1.0,,5200000,1,"17,5","34,5",7243,1.0,15
7244,6,37.4728,55.776806,1,1.0,1.0,5,0.06830434648314976,0,1.0,0.0,5250000,5,"16,6","30,1",7244,0.0,10
7245,–,37.373409,55.842603,1,,0.0,,0.06830434648314976,0,,,5250000,6,–,33,7245,0.0,3
7246,–,37.373409,55.842603,1,,0.0,,0.06830434648314976,0,,,5290000,5,–,"29,5",7246,0.0,3
7247,–,37.373302,55.842464,1,1.0,,25,0.06830434648314976,0,1.0,0.0,5300000,7,22,"27,5",7247,1.0,11
7248,"5,5",37.477327,55.784784,1,,1.0,5,0.06830434648314976,0,1.0,0.0,5300000,5,20,36,7248,1.0,21
7249,–,37.373409,55.842603,1,,0.0,,0.06830434648314976,0,,,5320000,21,–,"29,9",7249,0.0,3
7250,–,37.373409,55.842603,1,,0.0,,0.06830434648314976,0,,,5345000,23,–,"30,7",7250,0.0,3
7251,–,37.373409,55.842603,1,,0.0,,0.06830434648314976,0,,,5345000,21,–,"29,8",7251,0.0,3
7252,–,37.373409,55.842603,1,,0.0,,0.06830434648314976,0,,,5345000,10,–,"30,1",7252,0.0,3
7253,"10,3",37.429779,55.820897,1,1.0,1.0,19,0.06830434648314976,0,1.0,,6790018,2,17,"40,8",7253,1.0,5
7254,"9,5",37.493847,55.774087,2,0.0,,12,0.06830434648314976,0,1.0,,7249000,1,32,"47,1",7254,,
7255,9,37.485565,55.791683,2,0.0,1.0,5,0.06830434648314976,0,1.0,0.0,9600000,5,36,57,7255,1.0,7
7256,4,37.444,55.849155,1,,,5,0.06830434648314976,0,,0.0,4350000,5,13,18,7256,1.0,3
7257,"4,5",37.424749,55.848337,1,0.0,1.0,9,0.06830434648314976,0,1.0,0.0,4680000,5,20,33,7257,1.0,15
7258,7,37.373302,55.842464,1,0.0,,18,0.06830434648314976,0,,,4900000,12,18,29,7258,1.0,11
7259,"6,2",37.41034,55.852177,1,,,5,0.06830434648314976,0,1.0,0.0,4940000,1,19,"39,8",7259,1.0,25
7260,6,37.441637,55.852986,1,0.0,0.0,5,0.06830434648314976,0,0.0,0.0,5000000,1,20,32,7260,1.0,3
7261,–,37.373409,55.842603,1,,0.0,,0.06830434648314976,0,,,5005000,14,–,"27,8",7261,0.0,3
7262,–,37.373409,55.842603,1,,0.0,,0.06830434648314976,0,,,5005000,6,–,"27,6",7262,0.0,3
7263,–,37.373409,55.842603,1,,0.0,,0.06830434648314976,0,,,5005000,18,–,"27,4",7263,0.0,3
7264,–,37.373409,55.842603,1,,0.0,,0.06830434648314976,0,,,5005000,13,–,"27,3",7264,0.0,3
7265,–,37.425225,55.846977,2,,0.0,9,0.06830434648314976,0,0.0,0.0,5100000,2,27,37,7265,0.0,10
7266,"5,1",37.420195,55.834679,1,0.0,0.0,9,0.06830434648314976,0,0.0,0.0,5150000,1,"19,5",33,7266,1.0,15
7267,6,37.49197,55.777575,1,0.0,1.0,5,0.06830434648314976,0,0.0,0.0,5150000,5,17,33,7267,1.0,27
7268,7,37.423428,55.846704,1,,1.0,5,0.06830434648314976,0,1.0,0.0,5200000,5,20,33,7268,1.0,17
7269,6,37.452749,55.823778,1,,,5,0.06830434648314976,0,1.0,0.0,5200000,5,19,30,7269,1.0,9
7270,5,37.373302,55.842464,1,1.0,,22,0.06830434648314976,0,1.0,,5200000,8,20,27,7270,1.0,11
7271,10,37.416547,55.850434,1,0.0,,12,0.06830434648314976,0,1.0,,5200000,1,"17,5","34,5",7271,1.0,15
7272,6,37.4728,55.776806,1,1.0,1.0,5,0.06830434648314976,0,1.0,0.0,5250000,5,"16,6","30,1",7272,0.0,10
7273,–,37.373409,55.842603,1,,0.0,,0.06830434648314976,0,,,5250000,6,–,33,7273,0.0,3
7274,–,37.373409,55.842603,1,,0.0,,0.06830434648314976,0,,,5290000,5,–,"29,5",7274,0.0,3
7275,–,37.373302,55.842464,1,1.0,,25,0.06830434648314976,0,1.0,0.0,5300000,7,22,"27,5",7275,1.0,11
7276,"5,5",37.477327,55.784784,1,,1.0,5,0.06830434648314976,0,1.0,0.0,5300000,5,20,36,7276,1.0,21
7277,–,37.373409,55.842603,1,,0.0,,0.06830434648314976,0,,,5320000,21,–,"29,9",7277,0.0,3
7278,–,37.373409,55.842603,1,,0.0,,0.06830434648314976,0,,,5345000,23,–,"30,7",7278,0.0,3
7279,–,37.373409,55.842603,1,,0.0,,0.06830434648314976,0,,,5345000,21,–,"29,8",7279,0.0,3
7280,–,37.373409,55.842603,1,,0.0,,0.06830434648314976,0,,,5345000,10,–,"30,1",7280,0.0,3
7281,"4,4",37.472858,55.774067,1,0.0,0.0,19,0.06830434648314976,0,1.0,,5989000,4,"16,8","26,5",7281,0.0,13
7282,–,37.475528,55.790846,2,1.0,1.0,24,0.06830434648314976,0,1.0,,12960480,15,–,69,7282,1.0,15
7283,9,37.437397,55.845046,2,0.0,1.0,12,0.06830434648314976,0,1.0,0.0,9500000,11,30,53,7283,1.0,3
7284,4,37.444,55.849155,1,,,5,0.06830434648314976,0,,0.0,4350000,5,13,18,7284,1.0,3
7285,"4,5",37.424749,55.848337,1,0.0,1.0,9,0.06830434648314976,0,1.0,0.0,4680000,5,20,33,7285,1.0,15
7286,7,37.373302,55.842464,1,0.0,,18,0.06830434648314976,0,,,4900000,12,18,29,7286,1.0,11
7287,"6,2",37.41034,55.852177,1,,,5,0.06830434648314976,0,1.0,0.0,4940000,1,19,"39,8",7287,1.0,25
7288,6,37.441637,55.852986,1,0.0,0.0,5,0.06830434648314976,0,0.0,0.0,5000000,1,20,32,7288,1.0,3
7289,–,37.373409,55.842603,1,,0.0,,0.06830434648314976,0,,,5005000,14,–,"27,8",7289,0.0,3
7290,–,37.373409,55.842603,1,,0.0,,0.06830434648314976,0,,,5005000,6,–,"27,6",7290,0.0,3
7291,–,37.373409,55.842603,1,,0.0,,0.06830434648314976,0,,,5005000,18,–,"27,4",7291,0.0,3
7292,–,37.373409,55.842603,1,,0.0,,0.06830434648314976,0,,,5005000,13,–,"27,3",7292,0.0,3
7293,–,37.425225,55.846977,2,,0.0,9,0.06830434648314976,0,0.0,0.0,5100000,2,27,37,7293,0.0,10
7294,"5,1",37.420195,55.834679,1,0.0,0.0,9,0.06830434648314976,0,0.0,0.0,5150000,1,"19,5",33,7294,1.0,15
7295,6,37.49197,55.777575,1,0.0,1.0,5,0.06830434648314976,0,0.0,0.0,5150000,5,17,33,7295,1.0,27
7296,7,37.423428,55.846704,1,,1.0,5,0.06830434648314976,0,1.0,0.0,5200000,5,20,33,7296,1.0,17
7297,6,37.452749,55.823778,1,,,5,0.06830434648314976,0,1.0,0.0,5200000,5,19,30,7297,1.0,9
7298,5,37.373302,55.842464,1,1.0,,22,0.06830434648314976,0,1.0,,5200000,8,20,27,7298,1.0,11
7299,10,37.416547,55.850434,1,0.0,,12,0.06830434648314976,0,1.0,,5200000,1,"17,5","34,5",7299,1.0,15
7300,6,37.4728,55.776806,1,1.0,1.0,5,0.06830434648314976,0,1.0,0.0,5250000,5,"16,6","30,1",7300,0.0,10
7301,–,37.373409,55.842603,1,,0.0,,0.06830434648314976,0,,,5250000,6,–,33,7301,0.0,3
7302,–,37.373409,55.842603,1,,0.0,,0.06830434648314976,0,,,5290000,5,–,"29,5",7302,0.0,3
7303,–,37.373302,55.842464,1,1.0,,25,0.06830434648314976,0,1.0,0.0,5300000,7,22,"27,5",7303,1.0,11
7304,"5,5",37.477327,55.784784,1,,1.0,5,0.06830434648314976,0,1.0,0.0,5300000,5,20,36,7304,1.0,21
7305,–,37.373409,55.842603,1,,0.0,,0.06830434648314976,0,,,5320000,21,–,"29,9",7305,0.0,3
7306,–,37.373409,55.842603,1,,0.0,,0.06830434648314976,0,,,5345000,23,–,"30,7",7306,0.0,3
7307,–,37.373409,55.842603,1,,0.0,,0.06830434648314976,0,,,5345000,21,–,"29,8",7307,0.0,3
7308,–,37.373409,55.842603,1,,0.0,,0.06830434648314976,0,,,5345000,10,–,"30,1",7308,0.0,3
7309,6,37.148499,55.972383,1,0.0,1.0,16,0.06830434648314976,0,1.0,0.0,4000000,3,19,35,7309,0.0,20
7310,12,37.148499,55.972383,2,0.0,1.0,17,0.06830434648314976,0,0.0,0.0,5799000,17,30,64,7310,,
7311,6,37.148499,55.972383,1,0.0,1.0,16,0.06830434648314976,0,1.0,0.0,4000000,3,19,35,7311,0.0,20
7312,12,37.148499,55.972383,2,0.0,1.0,17,0.06830434648314976,0,0.0,0.0,5799000,17,30,64,7312,,
7313,6,37.148499,55.972383,1,0.0,1.0,16,0.06830434648314976,0,1.0,0.0,4000000,3,19,35,7313,0.0,20
7314,12,37.148499,55.972383,2,0.0,1.0,17,0.06830434648314976,0,0.0,0.0,5799000,17,30,64,7314,,
7315,6,37.148499,55.972383,1,0.0,1.0,16,0.06830434648314976,0,1.0,0.0,4000000,3,19,35,7315,0.0,20
7316,12,37.148499,55.972383,2,0.0,1.0,17,0.06830434648314976,0,0.0,0.0,5799000,17,30,64,7316,,
7317,6,37.148499,55.972383,1,0.0,1.0,16,0.06830434648314976,0,1.0,0.0,4000000,3,19,35,7317,0.0,20
7318,12,37.148499,55.972383,2,0.0,1.0,17,0.06830434648314976,0,0.0,0.0,5799000,17,30,64,7318,,
7319,6,37.148499,55.972383,1,0.0,1.0,16,0.06830434648314976,0,1.0,0.0,4000000,3,19,35,7319,0.0,20
7320,12,37.148499,55.972383,2,0.0,1.0,17,0.06830434648314976,0,0.0,0.0,5799000,17,30,64,7320,,
7321,6,37.148499,55.972383,1,0.0,1.0,16,0.06830434648314976,0,1.0,0.0,4000000,3,19,35,7321,0.0,20
7322,12,37.148499,55.972383,2,0.0,1.0,17,0.06830434648314976,0,0.0,0.0,5799000,17,30,64,7322,,
7323,6,37.148499,55.972383,1,0.0,1.0,16,0.06830434648314976,0,1.0,0.0,4000000,3,19,35,7323,0.0,20
7324,12,37.148499,55.972383,2,0.0,1.0,17,0.06830434648314976,0,0.0,0.0,5799000,17,30,64,7324,,
7325,6,37.148499,55.972383,1,0.0,1.0,16,0.06830434648314976,0,1.0,0.0,4000000,3,19,35,7325,0.0,20
7326,12,37.148499,55.972383,2,0.0,1.0,17,0.06830434648314976,0,0.0,0.0,5799000,17,30,64,7326,,
7327,6,37.148499,55.972383,1,0.0,1.0,16,0.06830434648314976,0,1.0,0.0,4000000,3,19,35,7327,0.0,20
7328,12,37.148499,55.972383,2,0.0,1.0,17,0.06830434648314976,0,0.0,0.0,5799000,17,30,64,7328,,
7329,6,37.148499,55.972383,1,0.0,1.0,16,0.06830434648314976,0,1.0,0.0,4000000,3,19,35,7329,0.0,20
7330,12,37.148499,55.972383,2,0.0,1.0,17,0.06830434648314976,0,0.0,0.0,5799000,17,30,64,7330,,
7331,6,37.148499,55.972383,1,0.0,1.0,16,0.06830434648314976,0,1.0,0.0,4000000,3,19,35,7331,0.0,20
7332,12,37.148499,55.972383,2,0.0,1.0,17,0.06830434648314976,0,0.0,0.0,5799000,17,30,64,7332,,
7333,6,37.148499,55.972383,1,0.0,1.0,16,0.06830434648314976,0,1.0,0.0,4000000,3,19,35,7333,0.0,20
7334,12,37.148499,55.972383,2,0.0,1.0,17,0.06830434648314976,0,0.0,0.0,5799000,17,30,64,7334,,
7335,6,37.148499,55.972383,1,0.0,1.0,16,0.06830434648314976,0,1.0,0.0,4000000,3,19,35,7335,0.0,20
7336,12,37.148499,55.972383,2,0.0,1.0,17,0.06830434648314976,0,0.0,0.0,5799000,17,30,64,7336,,
7337,6,37.148499,55.972383,1,0.0,1.0,16,0.06830434648314976,0,1.0,0.0,4000000,3,19,35,7337,0.0,20
7338,12,37.148499,55.972383,2,0.0,1.0,17,0.06830434648314976,0,0.0,0.0,5799000,17,30,64,7338,,
7339,6,37.148499,55.972383,1,0.0,1.0,16,0.06830434648314976,0,1.0,0.0,4000000,3,19,35,7339,0.0,20
7340,12,37.148499,55.972383,2,0.0,1.0,17,0.06830434648314976,0,0.0,0.0,5799000,17,30,64,7340,,
7341,6,37.148499,55.972383,1,0.0,1.0,16,0.06830434648314976,0,1.0,0.0,4000000,3,19,35,7341,0.0,20
7342,12,37.148499,55.972383,2,0.0,1.0,17,0.06830434648314976,0,0.0,0.0,5799000,17,30,64,7342,,
7343,6,37.148499,55.972383,1,0.0,1.0,16,0.06830434648314976,0,1.0,0.0,4000000,3,19,35,7343,0.0,20
7344,12,37.148499,55.972383,2,0.0,1.0,17,0.06830434648314976,0,0.0,0.0,5799000,17,30,64,7344,,
7345,6,37.148499,55.972383,1,0.0,1.0,16,0.06830434648314976,0,1.0,0.0,4000000,3,19,35,7345,0.0,20
7346,12,37.148499,55.972383,2,0.0,1.0,17,0.06830434648314976,0,0.0,0.0,5799000,17,30,64,7346,,
7347,6,37.148499,55.972383,1,0.0,1.0,16,0.06830434648314976,0,1.0,0.0,4000000,3,19,35,7347,0.0,20
7348,12,37.148499,55.972383,2,0.0,1.0,17,0.06830434648314976,0,0.0,0.0,5799000,17,30,64,7348,,
7349,6,37.148499,55.972383,1,0.0,1.0,16,0.06830434648314976,0,1.0,0.0,4000000,3,19,35,7349,0.0,20
7350,12,37.148499,55.972383,2,0.0,1.0,17,0.06830434648314976,0,0.0,0.0,5799000,17,30,64,7350,,
7351,6,37.148499,55.972383,1,0.0,1.0,16,0.06830434648314976,0,1.0,0.0,4000000,3,19,35,7351,0.0,20
7352,12,37.148499,55.972383,2,0.0,1.0,17,0.06830434648314976,0,0.0,0.0,5799000,17,30,64,7352,,
7353,6,37.148499,55.972383,1,0.0,1.0,16,0.06830434648314976,0,1.0,0.0,4000000,3,19,35,7353,0.0,20
7354,12,37.148499,55.972383,2,0.0,1.0,17,0.06830434648314976,0,0.0,0.0,5799000,17,30,64,7354,,
7355,6,37.148499,55.972383,1,0.0,1.0,16,0.06830434648314976,0,1.0,0.0,4000000,3,19,35,7355,0.0,20
7356,12,37.148499,55.972383,2,0.0,1.0,17,0.06830434648314976,0,0.0,0.0,5799000,17,30,64,7356,,
7357,6,37.148499,55.972383,1,0.0,1.0,16,0.06830434648314976,0,1.0,0.0,4000000,3,19,35,7357,0.0,20
7358,12,37.148499,55.972383,2,0.0,1.0,17,0.06830434648314976,0,0.0,0.0,5799000,17,30,64,7358,,
7359,6,37.148499,55.972383,1,0.0,1.0,16,0.06830434648314976,0,1.0,0.0,4000000,3,19,35,7359,0.0,20
7360,12,37.148499,55.972383,2,0.0,1.0,17,0.06830434648314976,0,0.0,0.0,5799000,17,30,64,7360,,
7361,6,37.148499,55.972383,1,0.0,1.0,16,0.06830434648314976,0,1.0,0.0,4000000,3,19,35,7361,0.0,20
7362,12,37.148499,55.972383,2,0.0,1.0,17,0.06830434648314976,0,0.0,0.0,5799000,17,30,64,7362,,
7363,6,37.148499,55.972383,1,0.0,1.0,16,0.06830434648314976,0,1.0,0.0,4000000,3,19,35,7363,0.0,20
7364,12,37.148499,55.972383,2,0.0,1.0,17,0.06830434648314976,0,0.0,0.0,5799000,17,30,64,7364,,
7365,6,37.148499,55.972383,1,0.0,1.0,16,0.06830434648314976,0,1.0,0.0,4000000,3,19,35,7365,0.0,20
7366,12,37.148499,55.972383,2,0.0,1.0,17,0.06830434648314976,0,0.0,0.0,5799000,17,30,64,7366,,
7367,9,37.49485,55.546636,2,1.0,1.0,3,0.06830434648314976,0,1.0,,6009500,1,"25,4","50,5",7367,1.0,15
7368,"10,1",37.47951,55.569052,1,1.0,1.0,17,0.06830434648314976,0,1.0,0.0,5550000,5,21,"48,7",7368,,
7369,13,37.424327,55.656346,1,1.0,1.0,24,0.06830434648314976,0,1.0,,5372000,6,23,"40,1",7369,0.0,10
7370,–,37.155003,55.59221,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1380000,2,"34,5","34,5",7370,,
7371,–,37.327111,55.637403,1,1.0,,3,0.06830434648314976,0,1.0,,1399111,3,15,"15,1",7371,0.0,15
7372,"5,4",37.327327,55.648042,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1399444,3,10,"15,4",7372,0.0,17
7373,–,37.313924,55.650917,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1399666,3,"14,4","15,6",7373,,
7374,–,37.327336,55.649291,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1599222,1,20,"20,2",7374,0.0,16
7375,5,37.327111,55.637403,1,1.0,,3,0.06830434648314976,0,1.0,,1599333,1,"15,3","20,3",7375,0.0,19
7376,–,37.323715,55.646675,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1700000,3,"18,8","18,8",7376,,
7377,3,37.323796,55.648037,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1740000,1,19,22,7377,0.0,
7378,5,37.55911,55.50286,1,1.0,,4,0.06830434648314976,0,1.0,0.0,1799900,3,12,17,7378,,
7379,–,37.340662,55.651236,1,1.0,,3,0.06830434648314976,0,1.0,,1899111,2,23,"23,1",7379,0.0,18
7380,6,37.342076,55.628273,1,1.0,,3,0.06830434648314976,0,1.0,,1899333,1,"17,3","23,3",7380,0.0,20
7381,–,37.326339,55.653324,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1899555,2,23,"23,5",7381,,
7382,4,37.324165,55.648209,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1990000,2,20,26,7382,0.0,25
7383,6,37.324165,55.648209,1,,,3,0.06830434648314976,0,,0.0,1990000,2,20,27,7383,0.0,20
7384,5,37.32376,55.648804,1,1.0,,3,0.06830434648314976,0,1.0,0.0,2123000,2,20,26,7384,0.0,25
7385,5,37.323715,55.646675,1,1.0,,3,0.06830434648314976,0,1.0,0.0,2123000,2,16,26,7385,0.0,25
7386,5,37.323715,55.646675,1,1.0,,3,0.06830434648314976,0,,0.0,2123000,2,20,26,7386,0.0,25
7387,–,37.452291,55.590994,1,1.0,1.0,15,0.06830434648314976,0,1.0,,2189303,4,–,23,7387,1.0,10
7388,4,37.478325,55.524763,1,1.0,,3,0.06830434648314976,0,1.0,0.0,2190000,3,23,"31,8",7388,0.0,
7389,5,37.483786,55.52407,1,,,3,0.06830434648314976,0,0.0,,2190000,3,22,32,7389,1.0,30
7390,–,37.483786,55.52407,1,0.0,,3,0.06830434648314976,0,1.0,,2190000,3,29,32,7390,1.0,28
7391,4,37.323715,55.646675,1,1.0,,3,0.06830434648314976,0,1.0,0.0,2223000,2,20,27,7391,0.0,25
7392,4,37.323715,55.646675,1,1.0,,3,0.06830434648314976,0,,0.0,2223000,2,22,27,7392,0.0,25
7393,–,37.434029,55.61993,1,,,3,0.06830434648314976,0,1.0,0.0,2250000,2,24,26,7393,0.0,10
7394,5,37.478325,55.524763,2,1.0,,3,0.06830434648314976,0,0.0,0.0,2290000,2,22,32,7394,0.0,
7395,"9,2",37.536212,55.504134,2,1.0,1.0,6,0.06830434648314976,0,1.0,,4339380,2,"29,8","46,7",7395,0.0,10
7396,5,37.483912,55.54265,1,0.0,0.0,9,0.06830434648314976,0,1.0,,2941120,1,"11,2","22,4",7396,0.0,5
7397,–,37.536212,55.504134,1,1.0,1.0,6,0.06830434648314976,0,1.0,,3153183,6,"14,1","26,8",7397,0.0,10
7398,–,37.155003,55.59221,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1380000,2,"34,5","34,5",7398,,
7399,–,37.327111,55.637403,1,1.0,,3,0.06830434648314976,0,1.0,,1399111,3,15,"15,1",7399,0.0,15
7400,"5,4",37.327327,55.648042,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1399444,3,10,"15,4",7400,0.0,17
7401,–,37.313924,55.650917,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1399666,3,"14,4","15,6",7401,,
7402,–,37.327336,55.649291,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1599222,1,20,"20,2",7402,0.0,16
7403,5,37.327111,55.637403,1,1.0,,3,0.06830434648314976,0,1.0,,1599333,1,"15,3","20,3",7403,0.0,19
7404,–,37.323715,55.646675,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1700000,3,"18,8","18,8",7404,,
7405,3,37.323796,55.648037,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1740000,1,19,22,7405,0.0,
7406,5,37.55911,55.50286,1,1.0,,4,0.06830434648314976,0,1.0,0.0,1799900,3,12,17,7406,,
7407,–,37.340662,55.651236,1,1.0,,3,0.06830434648314976,0,1.0,,1899111,2,23,"23,1",7407,0.0,18
7408,6,37.342076,55.628273,1,1.0,,3,0.06830434648314976,0,1.0,,1899333,1,"17,3","23,3",7408,0.0,20
7409,–,37.326339,55.653324,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1899555,2,23,"23,5",7409,,
7410,4,37.324165,55.648209,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1990000,2,20,26,7410,0.0,25
7411,6,37.324165,55.648209,1,,,3,0.06830434648314976,0,,0.0,1990000,2,20,27,7411,0.0,20
7412,5,37.32376,55.648804,1,1.0,,3,0.06830434648314976,0,1.0,0.0,2123000,2,20,26,7412,0.0,25
7413,5,37.323715,55.646675,1,1.0,,3,0.06830434648314976,0,1.0,0.0,2123000,2,16,26,7413,0.0,25
7414,5,37.323715,55.646675,1,1.0,,3,0.06830434648314976,0,,0.0,2123000,2,20,26,7414,0.0,25
7415,–,37.452291,55.590994,1,1.0,1.0,15,0.06830434648314976,0,1.0,,2189303,4,–,23,7415,1.0,10
7416,4,37.478325,55.524763,1,1.0,,3,0.06830434648314976,0,1.0,0.0,2190000,3,23,"31,8",7416,0.0,
7417,5,37.483786,55.52407,1,,,3,0.06830434648314976,0,0.0,,2190000,3,22,32,7417,1.0,30
7418,–,37.483786,55.52407,1,0.0,,3,0.06830434648314976,0,1.0,,2190000,3,29,32,7418,1.0,28
7419,4,37.323715,55.646675,1,1.0,,3,0.06830434648314976,0,1.0,0.0,2223000,2,20,27,7419,0.0,25
7420,4,37.323715,55.646675,1,1.0,,3,0.06830434648314976,0,,0.0,2223000,2,22,27,7420,0.0,25
7421,–,37.434029,55.61993,1,,,3,0.06830434648314976,0,1.0,0.0,2250000,2,24,26,7421,0.0,10
7422,5,37.478325,55.524763,2,1.0,,3,0.06830434648314976,0,0.0,0.0,2290000,2,22,32,7422,0.0,
7423,–,37.496855,55.565536,1,1.0,1.0,16,0.06830434648314976,0,1.0,,2301450,2,–,20,7423,0.0,15
7424,"10,4",37.554439,55.494075,2,1.0,1.0,18,0.06830434648314976,0,1.0,,4831215,18,"30,8","60,8",7424,0.0,22
7425,–,37.481457,55.57668,1,1.0,0.0,22,0.06830434648314976,0,1.0,,2750000,9,–,22,7425,0.0,14
7426,–,37.155003,55.59221,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1380000,2,"34,5","34,5",7426,,
7427,–,37.327111,55.637403,1,1.0,,3,0.06830434648314976,0,1.0,,1399111,3,15,"15,1",7427,0.0,15
7428,"5,4",37.327327,55.648042,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1399444,3,10,"15,4",7428,0.0,17
7429,–,37.313924,55.650917,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1399666,3,"14,4","15,6",7429,,
7430,–,37.327336,55.649291,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1599222,1,20,"20,2",7430,0.0,16
7431,5,37.327111,55.637403,1,1.0,,3,0.06830434648314976,0,1.0,,1599333,1,"15,3","20,3",7431,0.0,19
7432,–,37.323715,55.646675,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1700000,3,"18,8","18,8",7432,,
7433,3,37.323796,55.648037,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1740000,1,19,22,7433,0.0,
7434,5,37.55911,55.50286,1,1.0,,4,0.06830434648314976,0,1.0,0.0,1799900,3,12,17,7434,,
7435,–,37.340662,55.651236,1,1.0,,3,0.06830434648314976,0,1.0,,1899111,2,23,"23,1",7435,0.0,18
7436,6,37.342076,55.628273,1,1.0,,3,0.06830434648314976,0,1.0,,1899333,1,"17,3","23,3",7436,0.0,20
7437,–,37.326339,55.653324,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1899555,2,23,"23,5",7437,,
7438,4,37.324165,55.648209,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1990000,2,20,26,7438,0.0,25
7439,6,37.324165,55.648209,1,,,3,0.06830434648314976,0,,0.0,1990000,2,20,27,7439,0.0,20
7440,5,37.32376,55.648804,1,1.0,,3,0.06830434648314976,0,1.0,0.0,2123000,2,20,26,7440,0.0,25
7441,5,37.323715,55.646675,1,1.0,,3,0.06830434648314976,0,1.0,0.0,2123000,2,16,26,7441,0.0,25
7442,5,37.323715,55.646675,1,1.0,,3,0.06830434648314976,0,,0.0,2123000,2,20,26,7442,0.0,25
7443,–,37.452291,55.590994,1,1.0,1.0,15,0.06830434648314976,0,1.0,,2189303,4,–,23,7443,1.0,10
7444,4,37.478325,55.524763,1,1.0,,3,0.06830434648314976,0,1.0,0.0,2190000,3,23,"31,8",7444,0.0,
7445,5,37.483786,55.52407,1,,,3,0.06830434648314976,0,0.0,,2190000,3,22,32,7445,1.0,30
7446,–,37.483786,55.52407,1,0.0,,3,0.06830434648314976,0,1.0,,2190000,3,29,32,7446,1.0,28
7447,4,37.323715,55.646675,1,1.0,,3,0.06830434648314976,0,1.0,0.0,2223000,2,20,27,7447,0.0,25
7448,4,37.323715,55.646675,1,1.0,,3,0.06830434648314976,0,,0.0,2223000,2,22,27,7448,0.0,25
7449,–,37.434029,55.61993,1,,,3,0.06830434648314976,0,1.0,0.0,2250000,2,24,26,7449,0.0,10
7450,5,37.478325,55.524763,2,1.0,,3,0.06830434648314976,0,0.0,0.0,2290000,2,22,32,7450,0.0,
7451,12,37.424699,55.652279,2,1.0,1.0,9,0.06830434648314976,0,1.0,,9315118,4,"33,1","77,1",7451,0.0,10
7452,"10,1",37.47951,55.569052,1,1.0,1.0,17,0.06830434648314976,0,1.0,0.0,5550000,5,21,"48,7",7452,,
7453,–,37.444521,55.567774,2,,,8,0.06830434648314976,0,1.0,,14246520,3,–,"104,6",7453,1.0,27
7454,–,37.155003,55.59221,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1380000,2,"34,5","34,5",7454,,
7455,–,37.327111,55.637403,1,1.0,,3,0.06830434648314976,0,1.0,,1399111,3,15,"15,1",7455,0.0,15
7456,"5,4",37.327327,55.648042,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1399444,3,10,"15,4",7456,0.0,17
7457,–,37.313924,55.650917,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1399666,3,"14,4","15,6",7457,,
7458,–,37.327336,55.649291,1,1.0,,3,0.06830434648314976,0,1.0,0.0,1599222,1,20,"20,2",7458,0.0,16
7459,5,37.327111,55.637403,1,1.0,,3,0.06830434648314976,0,1.0,,1599333,1,"15,3","20,3",7459,0.0,19
